section,section_name,code,name,description,abstract,exclude
9类,木及木制品；木炭；软木及软木制品；稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,46,稻草、秸秆、针茅或其他编结材料制品:篮筐及柳条编结品,"一、本章所称“编结材料”，是指其状态或形状适于编结、交织或类似加工的材料，包括稻草、秸 秆、柳条、竹、藤、
灯芯草、芦苇、木片条、其他植物材料扁条（例如，树皮条、狭叶、酒椰叶纤维或其他从阔叶获取的条 ）、未纺的天
然纺织纤维、塑料单丝及扁条、纸带，但不包括皮革、再生皮革、毡呢或无纺织物的扁条、人发、马毛、纺织粗纱
或纱线以及第五十四章的单丝和扁条。  
二、本章不包括 ： 
（一）税目 48.14的壁纸；  
（二）不论是否编结而成的线、绳、索、缆（税目 56.07）； 
（三）第六十四章和第六十五章的鞋靴、帽类及其零件；  
（四）编结而成的车辆或车身（第八十七章） ；或 
（五）第九十四章的物品（例如，家具、灯具及照明装置 ）。 
三、税目 46.01所称“平行连结的成片编结材料、缏条或类似的编结材料产品”，是指编结材料、缏条及类似的编结材
料产品平行排列连结成片的制品，其连结材料不论是否为纺制的纺织材料。",稻草、藤、柳、竹、纸带等编结成品与材料,"壁纸,4814;  
不论是否编结而成的线/绳/索/缆,5607; 
鞋靴及其零件,64; 
帽类及其零件,65;
编结而成的车辆或车身,87;
家具、灯具、照明装置,94; "
10类,木浆及其他纤维状纤维素浆；回收（废碎）纸或纸板；纸、纸板及其制品,47,木浆及其他纤维状纤维素浆;回收(废碎)纸或纸板,"税目47.02所称“化学木浆，溶解级”，是指温度在 20摄氏度时浸入含 18%氢氧化钠的苛性碱溶液内，一小时后，按重量计
含有92%及以上的不溶级分的碱木浆或硫酸盐木浆， 或者含有 88%及以上的不溶级分的亚硫酸盐木浆。 对于亚硫酸盐木浆，
按重量计灰分含量不得超过 0.15%。",所有纤维素浆（化学、机械、废纸浆）、废纸废板,
10类,木浆及其他纤维状纤维素浆；回收（废碎）纸或纸板；纸、纸板及其制品,48,纸及纸板;纸浆、纸或纸板制品,"一、除条文另有规定的以外，本章所称“纸”包括“纸板”（不论其厚度或每平方米重量如何）。  
二、本章不包括 ： 
（一）第三十章的物品 ； 
（二）税目 32.12的压印箔；  
（三）香纸及用化妆品浸渍或涂布的纸（第三十三章）；  
（四）用肥皂或洗涤剂浸渍、覆盖或涂布的纸或纤维 素絮纸（税目 34.01）和用光洁剂、擦光膏及类似制剂浸渍、覆
盖或涂布的纸或纤维素絮纸（税目 34.05）； 
（五）税目 37.01至37.04的感光纸或感光纸板；  
（六）用诊断或实验用试剂浸渍的纸（税目 38.22）； 
（七）第三十九章的用纸强化的层压塑料板，用塑料 覆盖或涂布的单层纸或纸板（塑料部分占总厚度的一半以上），
以及上述材料的制品，但税目 48.14的壁纸除外；  
（八）税目 42.02的物品（例如，旅行用品）；  
（九）第四十六章的物品（编结材料制品）；  
（十）纸纱线或纸纱线纺织物（第十一类）；  
（十一）第六十四章或第六十五章的物品 ； 
（十二）税目 68.05的砂纸或税目 68.14的用纸或纸板衬底的云母（但涂布云母粉的纸及纸板归入本章）；  
（十三）用纸或纸板衬底的金属箔（通常为第十四类或第十五类）；  
（十四）税目 92.09的制品；  
（十五）第九十五章的物品（例如，玩具、游戏品及运动用品）；或  
（十六）第九十六章的物品 [例如，纽扣，卫生巾（护垫）及卫生棉条、尿布及尿布衬里 ]。 
三、除注释七另有规定的以外，税目 48.01至48.05包括经砑光、高度砑光、釉光或类似处理、仿水印、表面施胶的纸及
纸板；同时还包括用各种方法本体着色或染成斑纹的纸、纸板、纤维素絮纸及纤维素纤维网纸。除税目 48.03另有
规定的以外，上述税目不适用于经过其他方法加工的纸、纸板、纤维素絮纸或纤维素纤维网纸。  
四、本章所称“新闻纸”，是指所含用机械或化学 —机械方法制得的木纤维不少于全部纤维重量的 50％的未经涂布的报
刊用纸，未施胶或微施胶，每面粗糙度〔帕克印刷表面粗糙度（ 1兆帕斯卡）〕超过 2.5微米，每平方米重量不 小于
40克，但不超过 65克，并且仅适用于下列规格的纸：  
（一）成条或成卷，宽度超过 28厘米；或  
（二）成张矩形（包括正方形），一边超过 28厘米，另一边超过 15厘米（以未折叠计）。  
五、税目48.02所称“书写、印刷或类似用途的纸及纸板”、“未打孔的穿孔卡片和穿孔纸带纸”，是指主要用漂白纸浆或
用机械或化学 -机械方法制得的纸浆制成的纸及纸板，并且符合下列任一标准：  
（一）每平方米重量不超过 150克的纸或纸板：  
1.用机械或化学 -机械方法制得的纤维含量在 10％及以上，并且  
（1）每平方米重量不超过 80克；或 
（2）本体着色；或  
2.灰分含量在 8％以上，并且  
（1）每平方米重量不超过 80克；或 
（2）本体着色；或  
3.灰分含量在 3％以上，亮度在 60％及以上；或  
4.灰分含量在 3％以上，但不超过 8％，亮度低于 60％，耐破指数等于或小于 2.5千帕斯卡 •平方米/克；或 
5.灰分含量在 3％及以下，亮度在 60％及以上，耐破指数等于或小于 2.5千帕斯卡 •平方米/克。 
（二）每平方米重量超过 150克的纸或纸板：  
1.本体着色；或  
2.亮度在60％及以上，并且  
（1）厚度在225微米及以下 ；或 
（2）厚度在 225微米以上，但不超过 508微米，灰分含量在 3％以上；或  
3.亮度低于 60％，厚度不超过 254微米，灰分含量在 8％以上。  
税目48.02不包括滤纸及纸板（含茶袋纸）或毡纸及纸板。  
 635 六、本章所称“牛皮纸及纸板”，是指所含用硫酸盐法或烧碱法制得的纤维不少于全部纤维重量的 80%的纸及纸板。  
七、除税目条文另有规定的以外，符合税目 48.01至48.11中两个或两个以上税目所规定的纸、纸板、纤维素絮纸及纤维素
纤维网纸，应按号列顺序归入有关税目中的最末一个税目。  
八、税目 48.03至48.09仅适用于下列规格的纸、纸板、纤维素絮纸及纤维素纤维网纸：  
（一）成条或成卷，宽度超过 36厘米；或  
（二）成张矩形（包括正方形），一边超过 36厘米，另一边超过 15厘米（以未折叠计） . 
九、税目 48.14所称“壁纸及类似品 ”，仅限于：  
（一）适合作墙壁或天花板装饰用的成卷纸张，宽度不小于 45厘米，但不超过 160厘米： 
1.起纹、压花、染面、印有图案或经其他装饰的（例如起绒），不论是否用透明的防护塑料涂布或覆盖；  
2.表面饰有木粒或草粒而凹凸不平的；  
3.表面用塑料涂布或覆盖并起纹、压花、染面、印有图案或经其他装饰的；或  
4.表面用不论是否平行连结或编织的编结材料覆盖的。  
（二）适于装饰墙壁或天花板用的经上述加工的纸边及纸条，不论是否成卷。  
（三）由几幅拼成的壁纸，成卷或成张，贴到墙上可组成印刷的风景或图案。  
  既可作铺地制品，也可作壁纸的以纸或纸板为底的产品，应归入税目 48.23。 
十、税目 48.20不包括切成一定尺寸的活页纸张或卡片，不论是否印制、压花、打孔。  
十一、税目48.23主要适用于提花机或类似机器用的穿孔 纸或卡片，以及纸花边。  
十二、除税目 48.14及48.21的货品外，印有图案、文字或图画的纸、纸板、纤维素絮纸及其制品，如果所印图案、文字
或图画作为其主要用途，应归入第四十九章。  
 
子目注释：  
一、子目 4804.11及4804.19所称“牛皮挂面纸”，是指所含用硫酸盐法或烧碱法制得的木纤维不少于全部纤维重量的 80%
的成卷机器上光或砑光纸及纸板，每平方米重量超过 115克，并且最低缪伦耐破度符合下表所示（其他重量的耐破
度可参照下表换算 )： 
重 量 
（克/平方米）  最低耐破度  
（千帕斯卡）  
115 393 
125 417 
200 637 
300 824 
400 961 
 
二、 子目4804.21及4804.29所称 “袋用牛皮纸” ， 是指所含用硫酸盐法或烧碱法制得的木纤维不少于全部纤维重量的  80%
的成卷机器上光纸，每平方米重量不小于 60克，但不超过 115克，并且符合下列一种规格：  
（一）缪伦耐破指数不小于 3.7千帕斯卡·平方米 /克，并且横向伸长率大于 4.5%，纵向伸长率大于 2%。 
（二）至少能达到下表所示的最小撕裂度和抗张强度（其他重量的可参照下表换算）：  
重 量 
克/平方米  最小撕裂度  
毫牛顿  最小抗张强度千  
牛顿 /米 
纵向  纵向加
横向  横向  纵向加
横向  
60 700 1510  1.9 6 
70 830 1790  2.3 7.2 
80 965 2070  2.8 8.3 
100 1230  2635  3.7 10.6 
115 1425  3060  4.4 12.3 
 
三、子目 4805.11所称“半化学的瓦楞纸”，是指所含用机械和化学联合法制得的未漂白硬木纤维不少于全部纤维重量
的65%的成卷纸张，并且在温度为 23摄氏度和相对湿度为 50%时，经过 30分钟的瓦楞芯 纸平压强度测定（ CMT30），抗
压强度超过 1.8牛顿/克/平方米。  
四、子目 4805.12包括主要用 机械和化学联合法 制得的草浆制成的成卷纸张，每平方米重量在 130克及以上，并且在温度
为23摄氏度和相对湿度为 50%时，经过 30分钟瓦楞芯纸平压强度测定（ CMT30），抗压强度超过 1.4牛顿/克/平方米。  
五、子目 4805.24及4805.25包括全部或主要用回收（废碎）纸及纸板制得的纸浆制成的纸及纸板，强韧箱纸板也可以有
一面用染色纸或由漂白或未漂白的非再生浆制得的纸做表层，这些产品缪伦耐破指数不小于 2千帕斯卡·平方米 /
 636 克。  
六、子目 4805.30所称“亚硫酸盐包装纸”，是指所含用亚硫酸盐法制得的木纤维超过全部纤维重量的 40%的机器砑光纸，
灰分含量不超过 8%，并且缪伦耐破指数不小于 1.47千帕斯卡·平方米 /克。  
七、子目 4810.22所称“轻质涂布纸”，是指双面涂布纸，其每平方米总重量不超过 72克，每面每平方米的涂层重量不
超过15克，原纸 中所含用机械方法制得的木纤维不少于全部纤维重量的 50%。 
 
本国子目注释：  
     本国子目 4805.9120 所称“装饰原纸”，是指直接浸渍或印刷后浸渍，经热压层合加工，用于人造板饰面的原纸。",各类纸/纸板、瓦楞纸、壁纸、信封、标签等,"药品,30; 
压印箔,3212; 
香纸及用化妆品浸渍或涂布的纸,33; 
用肥皂或洗涤剂浸渍/覆盖/涂布的纸或纤维素絮纸,3401;
用光洁剂/擦光膏及类似制剂浸渍/覆盖/涂布的纸或纤维素絮纸3405; 
感光纸或感光纸板,37;  
用诊断或实验用试剂浸渍的纸,3822; 
纸强化的层压塑料板,39;
衣箱\提箱\小手袋\公文箱\公文包\书包\眼镜盒\望远镜盒\照相机套\乐器盒\枪套及类似容器；旅行包\食品或饮料保温包\化妆包\帆布包\手提包\购物袋\钱夹\钱包\地图盒\烟盒\烟袋\工具包\运动包\瓶盒\首饰盒、粉盒\刀叉餐具盒及类似容器，用皮革或再生皮革、塑料片、纺织材料、钢纸或纸板制成，或者全部或主要用上述材料或纸包覆制成税目, 4202;
编结材料制品,46;
纸纱线或纸纱线纺织物,11类;  
鞋靴/护腿和类似品及其零件,64; 
帽类及其零件,65; 
砂纸,6805;
用纸或纸板衬底的云母,6814;  
用纸或纸板衬底的金属箔,14类、15类;
乐器用零件/附件,9209;
玩具、游戏品、运动用品,95;
刷子、钮扣、拉链、梳子、烟斗嘴及柄、香烟嘴、保温瓶零件、钢笔、活动铅笔、独脚架、三脚架等,96;"
10类,木浆及其他纤维状纤维素浆；回收（废碎）纸或纸板；纸、纸板及其制品,49,书籍、报纸、印刷图画及其他印刷品;手稿、打字稿及设计图纸,"一、本章不包括：  
（一）透明基的照相负片或正片（第三十七章） ；  
（二）立体地图、设计图表或地球仪、天体仪，不论是否印刷（税目 90.23）； 
（三）第九十五章的游戏纸牌或其他物品；或  
（四）雕版画、印刷画、石印画的原本（税目 97.02） ，税目 97.04的邮票、印花税票、纪念封、首日封、邮政信
笺及类似品，以及第九十七章的超过一百年的古物或其他物品。  
二、第四十九章所称“印刷” ，也包括用胶版复印机、油印机印制，在自动数据处理设备控制下打印绘制，压印、冲印、
感光复印、热敏复印或打字。  
三、用纸以外材料装订成册的报纸、杂志和期刊，以及一期以上装订在同一封面里的成套报纸、杂志和期刊，应归入税
目49.01，不论是否有广告材料。  
四、税目 49.01还包括：  
（一）附有说明文字，每页编有号数以便装订成一册或几册的整集印刷复制品，例如，美术作品、绘画；  
（二）随同成册书籍的图画附刊；  
（三）供装订书籍或小册子用的散页、集页或书帖形式的印刷品，已构成一部作品的全部或部分。  
但没有说明文字的印刷图画或图解，不论是否散页或书帖形式，应归入税目 49.11。 
五、除本章注释三另有规定的以外，税目 49.01不包括主要作广告用的出版物（例如，小册子，散页印刷品、商业目录、
同业公会出版的年鉴、旅游宣传品） ，这类出版物应归入税目 49.11。 
六、税目 49.03所称“儿童图 画书” ，是指以图画为主、文字为辅，供儿童阅览的书籍。",书报刊、广告宣传品、地图、印刷画、票据、图纸,"透明基的照相负片或正片,37;  
立体地图、设计图表、地球仪、天体仪,9023; 
游戏纸牌或其他物品,95;
雕版画\印刷画\石印画的原本,9702; 
邮票、印花税票、纪念封、首日封、邮政信、笺及类似品,9704;
超过一百年的古物或其他物品,97;"
11类,纺织原料及纺织制品,50,蚕丝,,生丝、蚕丝纱线及织物,
11类,纺织原料及纺织制品,51,羊毛、动物细毛或粗毛;马毛纱线及其机织物,"本目录所称：
一、“羊毛”，是指绵羊或羔羊身上长的天然纤维；
二、“动物细毛”，是指下列动物的毛：羊驼、美洲驼、驼马、骆驼（包括单峰骆驼）、牦牛、安哥拉山羊、西藏山羊、
喀什米尔山羊及类似山羊（普通山羊除外）、家兔（包括安哥拉兔）、野兔、海狸、河狸鼠或麝鼠；
三、“动物粗毛”，是指以上未提及的其他动物的毛，但不包括制刷用鬃、毛（税目 05.02）以及马毛（税目 05.11）",绵羊/羔羊毛、羊驼等动物细毛、其他动物粗毛及其纱线、织物,"制刷鬃毛,0502;
马毛（原料）,0511;"
11类,纺织原料及纺织制品,52,棉花,"子目5209.42及5211.42所称“粗斜纹布（劳动布） ” ，是指用不同颜色的纱线织成的三线或四线斜纹织物，包括破斜纹
组织的织物，这种织物以经纱为面，经纱染成一种相同的颜色，纬纱未漂白或经漂白、染成灰色或比经纱稍浅的颜色。",棉纱、棉织物（含粗斜纹布劳动布定义）,
11类,纺织原料及纺织制品,53,其他植物纺织纤维;纸纱线及其机织物,,麻类、黄麻、苎麻、剑麻等植物纤维及纸纱线织物,
11类,纺织原料及纺织制品,54,化学纤维长丝,"一、本目录所称“化学纤维” ，是指通过下列任一方法加工制得的有机聚合物的短纤或长丝：  
（一）将有机单体物质加以聚合而制成聚合物，例如， 聚酰胺、聚酯、聚烯烃、聚氨基甲酸酯；或通过上述加工
将聚合物经化学改性制得（例如，聚乙酸乙烯酯水解得的聚乙烯醇） ；或  
（二）将天然有机聚合物（例如，纤维素）溶解或经化学 处理制成聚合物，例如，铜铵纤维或粘胶纤维；或将天然
有机聚合物（例如，纤维素、酪蛋白及其他蛋白质、或藻酸）经化学改性制成聚合物，例如醋酸纤维素纤维
或藻酸盐纤维。  
对于化学纤维，所称“合成” ，是指（一）款所述的纤维；所称“人造” ，是指（二）款所述的纤维。税目 54.04
或54.05的扁条及类似品不视作化学纤维。  
  对于纺织材料，所称“化学纤维” 、 “合成纤维”及“人造纤维” ，其含义应与上述解释相同。  
二、税目 54.02及54.03不适用于第五十五章的合成纤维 或人造纤维的长丝丝束。",合成/人造纤维长丝、丝束（特定归类）,
11类,纺织原料及纺织制品,55,化学纤维短纤,"税目55.01和55.02仅适用于每根与丝束长度相等的平行化学纤维长丝丝束。前述丝束应同时符合下列规格：  
一、丝束长度超过 2米； 
二、捻度每米少于 5转； 
三、每根长丝细度在 67分特以下；  
四、合成纤维长丝丝束，须经拉伸处理，即本身不能被拉 伸至超过本身长度的一倍；  
五、丝束总细度大于 20000分特。 
丝束长度不超过 2米的归入税目 55.03或55.04。",化学纤维短纱、短纤丝束,
11类,纺织原料及纺织制品,56,絮胎、毡呢及无纺织物;特种纱线;线、绳、索、缆及其制品,"一、本章不包括：  
（一）用各种物质或制剂（例如，第三十三章的香水或化妆品、税目 34.01的肥皂或洗涤剂、税目 34.05的光洁剂、
擦洗膏及类似制剂、税目 38.09的织物柔软剂）浸渍、涂布、包覆的絮胎、毡呢或无纺织物，其中的纺织材料
仅作为承载介质；  
（二）税目 58.11的纺织产品；  
（三）以毡呢或无纺织物为底的砂布及类似品（税目 68.05）； 
（四）以毡呢或无纺织物为底的粘聚或复制云母（税目 68.14）； 
（五）以毡呢或无纺织物为底的金属箔（通常为第十四类或第十五类） ；或  
（六）税目 96.19的卫生巾（护垫）及卫生棉条、尿布及尿布衬里和类似品。  
二、所称“毡呢” ，包括针刺机制毡呢以及纤维本身通过缝编工序增强了抱合力的纺织纤维网状织物。  
三、税目 56.02及56.03分别包括用各种性质（紧密结构或泡沫状）的塑料或橡胶浸渍、涂布、包覆或层压的毡呢及无纺
织物。 
税目56.03还包括用塑料或橡胶作粘合材料的无纺织物。  
但税目56.02及56.03不包括：  
（一）用塑料或橡胶浸渍、涂布、包覆或层压，按重量计纺织材料含量在 50%及以下的毡呢或者完全嵌入塑料或橡胶
之内的毡呢（第三十九章或第四十章） ；  
（二）完全嵌入塑料或橡胶之内的无纺织物，以及用肉眼可辨别出两面都用塑料或橡胶涂布、包覆的无纺织物，涂布
或包覆所引起的颜色变化可不予考虑（第三十九章或第四十章） ；  
（三）与毡呢或无纺织物混制的泡沫塑料或海绵橡胶板、片或扁条，纺织材料仅在其中起增强作用（第三十九章或第
四十章） 。  
四、 税目 56.04不包括用肉眼无法辨别出是否经过浸渍， 涂布或包覆的纺织纱线或税目 54.04或54.05的扁条及类似品 （通
常归入第五十章至第五十五章） ；运用本条规定，可不考虑浸渍、涂布或包覆所引起的颜色变化。",絮胎、毡、无纺布、绳索、特种纱线,"香水或化妆品,33;
肥皂或洗涤剂,3401;
光洁剂/擦洗膏类似制剂,3405;
织物柔软剂,3809;
经绗缝或其他方法用一层或几层纺织材料与胎料组合制成的被褥状纺织品,5811;
以毡呢或无纺织物为底的砂布及类似品,6805; 
以毡呢或无纺织物为底的粘聚或复制云母,6814; 
以毡呢或无纺织物为底的金属箔,14类、15类; 
卫生巾（护垫）、卫生棉条、尿布、尿布衬里和类似品,9619;"
11类,纺织原料及纺织制品,57,地毯及纺织材料的其他铺地制品,"一、本章所称“地毯及纺织材料的其他铺地制品” ，是指使用时以纺织材料作面的铺地制品，也包括具有纺织材料铺地制品特征但作其他用途的物品。  
二、本章不包括铺地制品衬垫。",地毯、地垫等铺地纺织物,"铺地制品衬垫, ;"
11类,纺织原料及纺织制品,58,特种机织物;簇绒织物;花边;装饰毯;装饰带;剌绣品,"一、本章不适用于经浸渍、涂布、包覆或层压的第五十九章注释一所述的纺织物或第五十九章的其他货品。  
二、税目 58.01也包括因未将浮纱割断而使表面无竖绒的纬起绒织物。  
三、税目 58.03所称“纱罗” ，是指经线全部或部分由地经纱和绞经纱构成的织物，其中绞经纱绕地经纱半圈、一圈或
几圈而形成圈状，纬纱从圈中穿过。  
四、税目 58.04不适用于税目 56.08的线、绳、索结制的网状织物。  
五、税目 58.06所称“狭幅机织物” ，是指：  
（一）幅宽不超过 30厘米的机织物，不论是否织成或从宽幅料剪成，但两侧必须有织成的、胶粘的或用其他方法
制成的布边；  
（二）压平宽度不超过 30厘米的圆筒机织物；  
（三）折边的斜裁滚条布，其未折边时的宽度不超过 30厘米。 
流苏状的狭幅织物归入税目 58.08。 
六、税目 58.10所称“刺绣品” ，除了一般纺织材料绣线绣制的刺绣品外，还包括在可见底布上用金属线或玻璃线刺绣
的刺绣品，也包括用珠片、饰珠、纺织材料或其他材料制的装饰用花纹图案所缝绣的贴花织物。但不包括手工针绣
嵌花装饰毯（税目 58.05）。 
七、除税目 58.09的产品外，本章还包括金属线制的用于衣着、装饰及类似用途的物品。",簇绒、花边、狭幅织物、刺绣品、装饰用途织物、金属线机织物、毛巾织物及类似的毛圈机织物。主要区别于普通机织物（第50–55章）与针织物（第60章），聚焦于具有装饰性、功能性或特殊结构的纺织制品，如花边、刺绣、流苏、绗缝被等。,
11类,纺织原料及纺织制品,59,浸渍、涂布、包覆或层压的纺织物;工业用纺织制品,"一、除条文另有规定的以外，本章所称“纺织物” ，仅适用于第五十章至第五十五章、税目 58.03及58.06的机织物、
税目58.08的成匹编带和装饰带及税目 60.02至60.06的针织物或钩编织物。  
二、税目 59.03适用于：  
（一）用塑料浸渍、涂布、包覆或层压的纺织物，不论每平方米重量多少以及塑料的性质如何（紧密结构或泡沫状
的） ，但下列各项除外：  
1.用肉眼无法辨别出是否经过浸渍、涂布或包覆的织物（通常归入第五十章至第五十五章、第五十八章或第
六十章） ，但由于浸渍、涂布或包覆所引起的颜色变化可不予考虑；  
2.温度在15摄氏度至 30摄氏度时，用手工将其绕于直径 7毫米的圆柱体上会发生断裂的产品（通常归入第
三十九章） ；  
3.纺织物完全嵌入塑料内或在其两面均用塑料完全包覆或涂布， 而这种包覆或涂布用肉眼是能够辨别出的产
品（但由于包覆或 涂布所引起的颜色变化可不予考虑） （第三十九章） ；  
4.用塑料部分涂布或包覆并由此而形成图案的织物（通常归入第五十章至第五十五章、第五十八章或第六十
章） ； 
5.与纺织物混制而其中纺织物仅起增强作用的泡沫塑料板、片或带（第三十九章） ；或  
6.税目58.11的纺织品。  
（二）由税目 56.04的用塑料浸渍、涂布、包覆或套裹的纱线、扁条或类似品制成的织物。  
三、税目 59.03所称“用塑料层压的纺织物”是指由一层或多层纺织物与一层或多层塑料片或膜以任何方式结合在一起
的产品，不论其塑料片或膜从横截面上是否肉眼可见。  
四、税目 59.05所称“糊墙织物” ，是指以纺织材料作面，固定在一衬背上或在背面进行处理（浸渍或涂布以便于裱糊） ，
适于装饰墙壁或天花板，且宽度不小于 45厘米的成卷产品。  
但本税目不适用于以纺织纤维屑或粉末直接粘于纸上（税目 48.14）或布底上（通常归入税目 59.07）的糊墙物品。  
五、税目 59.06所称“用橡胶处理的纺织物”是指：  
（一）用橡胶浸渍、涂布、包覆或层压的纺织物：  
1.每平方米重量不超过 1500克；或 
2.每平方米重量超过 1500克，按重量计纺织材料含量在 50%以上。 
（二）由税目 56.04的用橡胶浸渍、涂布、包覆或套裹的纱线、扁条或类似品制成的织物。  
（三）平行纺织纱线经橡胶粘合的织物，不论每平方米重量多少。  
但本税目不包括与纺织物混制而其中纺织物仅起增强作用的海绵橡胶板、片或带（第四十章） ，也不包括税目 58.11
的纺织品。  
六、税目 59.07不适用于：  
（一）用肉眼无法辨别出是否经过浸渍、涂布或包覆的织物（通常归入第五十章至第五十五章、第五十八章或第六
十章） ，但由于浸渍、涂布或包覆所引起的颜色变化可不予考虑；  
（二）绘有图画的织物（作为舞台、摄影布景或类似品的已绘制的画布除外） ；  
（三）用短绒、粉末、软木粉或类似品部分覆面并由此而形成图案的织物，但仿绒织物仍归入本税目；  
（四）以淀粉或类似物质为基本成分的普通浆料上浆整理的织物；  
（五）以纺织物为底的木饰面板（税目 44.08）； 
（六）以纺织物为底的砂布及类似品（税目 68.05）； 
（七）以纺织物为底的粘聚或复制云母片（税目 68.14）； 
（八）以纺织物为底的金属箔（通常为第十四类或第十五类） 。  
七、税目 59.10不适用于：  
（一）厚度小于 3毫米的纺织材料制传动带或输送带；  
（二）用橡胶浸渍、涂布、包覆或层压的织物制成的或用橡胶浸渍、涂布、包覆或套裹的纱线或绳制成的传动带及
运输带（税目 40.10）。 
八、税目 59.11适用于下列不能归入第十一类其他税目的货品：  
（一）下列成匹的、裁成一定长度或仅裁成矩形（包括正方形）的纺织产品（具有税目 59.08至59.10所列产品特
征的产品除外） ：  
 753 1.用橡胶、皮革或其他材料涂布、包覆或层压的作针布用的纺织物、毡呢及毡呢衬里机织物，以及其他专门
技术用途的类似织物，包括用橡胶浸渍的用于包覆纺锤（织轴）的狭幅丝绒织物；  
2.筛布； 
3.用于榨油机器或类似机器的纺织材料制或人发制滤布；  
4.用多股经纱或纬纱平织而成的纺织物，不论是否毡化、浸渍或涂布，通常用于机械或其他专门技术用途；  
5.专门技术用途的用金属增强的纺织物；  
6.工业上作填塞或润滑材料的线绳、编带及类似品，不论是否涂布、浸渍或用金属加强。  
（二）专门技术用途的纺织制品（税目 59.08至59.10的货品除外） ，例如，造纸机器或类似机器（如制浆机或制
石棉水泥的机器）用的环状或装有连接装置的纺织物或毡呢、密封垫、垫圈、抛光盘及其他机器零件。",涂塑/涂橡胶纺织物、壁布、工业滤布、传动带基布等,"塑料/橡胶完全主结构,39、40章;
砂布,6805;
金属箔底,14类、15类;"
11类,纺织原料及纺织制品,60,针织物及钩编织物,"一、本章不包括：  
（一）税目 58.04的钩编花边；  
（二）税目 58.07的针织或钩编的标签、徽章及类似品；或  
（三）第五十九章的经浸渍、涂布、包覆或层压的针织物及钩编织物。但经浸渍、涂布、包覆或层压的起绒针织物
及起绒钩编织物仍归入税目 60.01。 
二、本章还包括用金属线制的用于衣着、装饰或类似用途的织物。  
三、本目录所称“针织物” ，包括由纺织纱线用链式针法构成的缝编织物。  
 
子目注释：  
一、子目 6005.35 包括由聚乙烯单丝或涤纶复丝制成的织物，重量不小于 30克/平方米，但不超过 55克/平方米，网
眼尺寸不小于 20孔/平方厘米，但不超过 100孔/平方厘米，并且用α -氯氰菊酯（ ISO） 、虫螨腈 (ISO)、溴氰菊酯
(INN,ISO) 、高效氯氟氰菊酯 (ISO)、除虫菊酯 (ISO)或甲基嘧啶磷 (ISO)浸渍或涂层。",原布形态的针织/钩编织物（包括金属线成织物）,"钩编花边,5804;
针织/钩编的标签/徽章及类似品,5807;
经浸渍/涂布/包覆或层压的针织物及钩编织物,59;"
